OS05T0480200-01 WRKY24 0.605
OS05T0480200-01 P0017D10.7 0.692
OS05T0480200-01 OS06T0267500-01 0.636
OS05T0480200-01 P0560C03.2 0.700
OS05T0495900-01 OsJ_02889 0.707
OS05T0495900-01 OsJ_30162 0.642
OS05T0574900-01 TIFY8 0.766
OS05T0574900-01 OS07T0143200-00 0.981
OS06T0195800-01 RAB16D 0.477
OS06T0195800-01 OsJ_34943 0.569
OS06T0195800-01 OS12T0106200-01 0.569
OS06T0195800-01 OS09T0243200-01 0.586
OS06T0195800-01 OS09T0437100-00 0.586
OS06T0195800-01 OS08T0126000-00 0.586
OS06T0195800-01 P0690H04.1 0.593
OS06T0264200-00 RAA1 0.593
OS06T0264200-00 OsJ_04706 0.597
OS06T0264200-00 RCABP89 0.511
OS06T0264200-00 OS10T0556200-01 0.508
OS06T0267500-01 P0034C11.1 0.630
OS06T0267500-01 WRKY24 0.603
OS06T0267500-01 P0017D10.7 0.591
OS06T0267500-01 P0560C03.2 0.590
OS07T0143200-00 TIFY8 0.659
OS07T0209600-00 YAB2 0.404
OS07T0209600-00 WRKY51 0.573
OS07T0209600-00 WRKY45-1 0.520
OS07T0209600-00 P0560C03.2 0.465
OS07T0209600-00 OsJ_19477 0.558
OS07T0209600-00 OS07T0508700-00 0.566
OS07T0410300-01 OsJ_11413 0.480
OS07T0410300-01 OsJ_16882 0.529
OS07T0508700-00 ZFP36 0.714
OS07T0508700-00 YAB2 0.603
OS07T0508700-00 WRKY51 0.716
OS07T0508700-00 WRKY45-1 0.689
OS07T0508700-00 P0560C03.2 0.620
OS07T0508700-00 OsJ_19477 0.641
OS07T0508700-00 OsJ_28937 0.575
OS07T0508700-00 P0470B03.6 0.592
OS08T0126000-00 P0690H04.1 0.611
OS08T0126000-00 RAB16D 0.471
OS08T0126000-00 OS12T0106200-01 0.570
OS08T0126000-00 OsJ_34943 0.570
OS08T0126000-00 OS09T0437100-00 0.586
OS08T0126000-00 OS09T0243200-01 0.615
OS08T0249000-01 RAA1 0.593
OS08T0249000-01 OsJ_04706 0.598
OS08T0249000-01 RCABP89 0.515
OS08T0249000-01 OS10T0556200-01 0.509
OS08T0249000-01 OS10T0560400-01 0.542
OS09T0243200-01 P0690H04.1 0.611
OS09T0243200-01 RAB16D 0.471
OS09T0243200-01 OS12T0106200-01 0.570
OS09T0243200-01 OsJ_34943 0.570
OS09T0243200-01 OS09T0437100-00 0.586
OS09T0437100-00 P0690H04.1 0.585
OS09T0437100-00 RAB16D 0.471
OS09T0437100-00 OS12T0106200-01 0.570
OS09T0437100-00 OsJ_34943 0.570
OS09T0530275-00 OsJ_02543 0.440
OS09T0530300-01 OsJ_02543 0.440
OS10T0556200-01 P0034C11.1 0.564
OS10T0556200-01 RAA1 0.594
OS10T0556200-01 OsJ_04706 0.596
OS10T0556200-01 RCABP89 0.506
OS10T0556200-01 OS10T0560400-01 0.570
OS10T0560400-01 RAA1 0.594
OS10T0560400-01 OsJ_04706 0.598
OS10T0560400-01 RCABP89 0.556
OS11T0207200-01 OsJ_05230 0.633
OS12T0106200-01 P0690H04.1 0.569
OS12T0106200-01 RAB16D 0.405
OSH45 ROC4 0.768
OSH71 ROC4 0.687
OsJ_02889 OsJ_30162 0.599
OsJ_02889 OsJ_03777 0.608
OsJ_02889 OsJ_18736 0.618
OsJ_03777 OsJ_30162 0.584
OsJ_04706 RAA1 0.639
OsJ_04706 RCABP89 0.593
OsJ_11413 OsJ_16882 0.747
OsJ_16882 P0470B03.6 0.517
OsJ_18736 OsJ_30162 0.518
OsJ_19477 ZFP36 0.730
OsJ_19477 YAB2 0.442
OsJ_19477 WRKY51 0.662
OsJ_19477 WRKY45-1 0.637
OsJ_19477 P0560C03.2 0.596
OsJ_19477 P0470B03.6 0.474
OsJ_19477 OsJ_28937 0.609
OsJ_28937 P0034C11.1 0.479
OsJ_28937 ZFP36 0.620
OsJ_34943 P0690H04.1 0.569
OsJ_34943 RAB16D 0.405
P0017D10.7 WRKY24 0.491
P0017D10.7 P0560C03.2 0.403
P0034C11.1 ZFP36 0.510
P0034C11.1 WRKY45-1 0.569
P0034C11.1 WRKY24 0.709
P0470B03.6 ZFP36 0.592
P0470B03.6 YAB2 0.790
P0470B03.6 WRKY45-1 0.434
P0560C03.2 WRKY24 0.523
P0560C03.2 ZFP36 0.620
P0560C03.2 YAB2 0.523
P0560C03.2 WRKY51 0.620
P0560C03.2 WRKY45-1 0.596
P0690H04.1 RAB16D 0.463
RAA1 RCABP89 0.523
WRKY24 ZFP36 0.830
WRKY45-1 ZFP36 0.672
WRKY45-1 YAB2 0.463
WRKY51 ZFP36 0.715
WRKY51 YAB2 0.603
YAB2 ZFP36 0.603
